prem_id,premise,dialect
prem1056,"Iparraldeko Torreko solairuarteko zabalgunian inguruan jarri zian, ta A eta C eskailleretatikan zetozen zibillak eskaillera mekanikuetan behera biderau zituen ataira",central
prem1057,"FBIren txostena, 2001eko iraillan 18ko 93. hegaldiyan azaldu etzian bidaiariyak.",central
prem1058,"Ricek ta beste batzuek goguan due presidentiak nola esan tzun ""Euliyak akabatzen ibiltziaz asper-asper inda nao"".",central
prem1059,"Atzeautako bialketai buruzko informaziyua lortzeko, irakurri New Yorkeko suhiltzaillien registruetan daon bialketa-txostena, ordenagailluz lagunduta indakua, 8087 alarma-kutxa, 2001eko iraillan 11, 09:03:00-09:10:02.",central
prem1060,Mihdhar Estatu Batuetako bizitzaz kejatu zan.,central
prem1061,"Intelijentzi-zerbitzuan txostenean daon 1996ko Atef-en azterketa, hegazkiñak bahitzeko operaziyuei buruzkua, 2001eko iraillan 26kua.",central
prem1062,"Ballingerren ohartarazpenei buruzko informaziyua lortzeko, irakurri Ed Ballingerri indako elkarrizketa (2004ko apirillan 14kua).",central
prem1063,"Diputauek ekaiñan amaieran indako billeretan, Teneti agindu ziyoen ebaluatzeko ze aukera zeben talibanak Estatu Batuekin alkarlanian Al-Qaedan kontra aritzeko.",central
prem1064,"Gai batzuetan, alkarlanak hobea in du; beste batzuetan, berriz, okerrea.",central
prem1065,"Gure mugek ta gure immigraziyo-sistemak (legia betearazteko neurriyak barne), ongietorri-, tolerantzi- ta justizi-mezua biali bihar diye etorkiñen komunitatietako kidiei, bai Estatu Batuetan ta bai haien jatorrizko herrialdietan.",central
prem1066,CIAk maiatzan 16an eman tzun lehenbiziko aldiz Arabiar Emirerri Batueta indako deia berri.,central
prem1067,Finantza-merkatuak berriz ireki ta biharamunian argitarau zan adierazpen hori.,central
prem1068,"Bandar al Hazmik Arizona Aviation-en trebatzen jarraitu zun ta Saudi Arabiara bueltau zan tarteka, 2000ko urtarrillian Estatu Batuetatikan azkeneko aldiz atea zan arte.",central
prem1069,"Jakiteko biharretikan konpartitzeko biharrea pasatzeko arrazoiyei buruzko informaziyua lortzeko, ikusi James Steinbergen testigantza, 2003ko urrian 14kua.",central
prem1070,"Eskailleretan lanian ibili zan konpaiñia bakoitzian kapitain bat, teniente bat ta bost suhiltzaille ibili zian.",central
prem1071,"Sail hortan, gañea, Operation Infinite Resolve're bazeon (ebazpen infinituan operaziyua), Al-Qaedak Afganistanen zezkan helburuen kontra proposautako eraso-segida bat.",central
prem1072,"1998an, Clarkek ariketa bat zuzendu zun, konponbidia desegokiya zala ageriyan uzteko.",central
prem1073,TSAk hegazkintza urtian 3 milla milloi bideratze'txu azkeneko gerrai aurre iteko.,central
prem1074,Kontabilidade Bulego Nauusiyak armen historiya aztertu zun ta ezin izan tzun berretsi hori egiya danikan.,central
prem1075,Ajentziyek arrakasta neurtzeko gai izan bihar due.,central
prem1076,"Kanpamendua itxi ingo zala aitu ta geo, Kandaharretikan hurren zeon Faruqeko kanpamendua jun tzian bea ta beste batzuk, ta entrenamendu gehiyo jaso zuen han.",central
prem1077,Ajente asko bertarau zian zaurituta zaben zibillei laguntzea ta oinez ibiltzia zekatenei seituan aldeiteko eskatzea.,central
prem1078,"Zintzotasuna lortzeko ta pribatutasuna babesteko, elkarrizketatutako gehiyenak ez identifikatzia erabaki genun.",central
prem1079,"Normalian, irudimena ezta burokraziyekin lotzen.",central
prem1080,"Pakistanekin ta Saudi Arabiakin ajendak daoneko lepoaiño beteta zezkaen, ta Al-Qaeda ta terrorismua beste lehentasun bat gehiyo billakau zian.",central
prem1081,"FBIk Parisen dakan legezko ordezkariyan bulegua abuztuan 16an o 17yan jarri zan lehenbiziko aldiz harremanetan Frantziko gobernuakin, Minneapoliseko kasuan ajentiakin telefonoz hitzein da gitxira.",central
prem1082,"Fiskalan Buleguak o epailliak uko in tziyon, ta FISA auziteiyak atzea botatzia zekan FISAn epai-agindu bat emateko eskaera, ajentiak prozesu penalai ixkin iten saiatzen ai ziala argudiauta.",central
prem1083,"Jane, Dave ta FBIko analista bat –CIAko Bin Ladenen unitatian lanen jakiñan gañian zaona– New Yorkea jun tzian ekaiñan 11n, Cole kasuan lanian ai zian ajentiekin alkartzeko.",central
prem1084,"1996ko maiatzan hasieran, Bin Laden igual Sudandikan ateako zala jakiñarazi ziyoen CIAi.",central
prem1085,"Johnen ta Daven arteko trukiai buruzko informaziyua lortzeko, ikusi CIAn mezu elektronikuak, Daven ta Johnen artekuak, 2001eko maiatzan 17, 18 ta 24kuak; CIAn mezu elektronikuak, Richarden ta Alanen artekuak, Khalladen identifikaziyua, 2001eko uztaillan 13kua.",central
prem1086,"Pakistango azken hartzailliak hawaladar pakistandarrana joko zun geo bere dirua jasotzea, ta rupiatan emango ziyon harek, hawaladar pakistandarrak eskura zekan eozein diruna.",central
prem1087,"Kolpian ondoriyoz, asko hil in tzian, o larri zauritu; beste batzuk, berriz, iya bate miñikan gabe atea zian.",central
prem1088,Sutan zeben pixuetako batzuk momentu hartan sua itxaltzeko eskura genezkan indarrak gainditze'zituen.,central
prem1089,"Danak erabillita, ezteu sistemako puntu bakarran menpe eon bihar lan guztiya iteko.",central
prem1090,"KSMk Al-Qaedai emandako laguntzai buruzko informaziyua lortzeko, ikusi KSMri indako galdeketak, intelijentzi-zerbitzuan txostenetan dabenak, 2003ko uztaillan 12kuak (bi txosten).",central
prem1091,"Washingtongo Zentroko kontrolatzailliak hegaldiyan billa zebiltzan, baña iñork etziyen esan radar primariyuetan billatzeko.",central
prem1092,"Izen hoiek Thailandiako agintariyen zaintza-zerrendetan zeben, ta beraz, uaindikan ezin deu ulertu zeatikan etzuen lenuo eman horren berri.",central
prem1093,"Bushen Etxe Zuriko mailla haundiyeneko langillietako bat Condoleezza Rice zan, segurtasun nazionalan aholkulariya; George H.W.-n administraziyuan NSCko kide're izan zan.",central
prem1094,"Ataiyan ipar-mendebaldeko ixkiñan zeben leihuak, West Street aldea emate'zuenak, lurretik sabairaiñokuak zian ta guztiz lehertu zian.",central
prem1095,Mugan bi aldietan aliatuak zezkala jakin tzan.,central
prem1096,Beiruteko ta Irango Hezbolako ajentiak talde bat noiz ailleatuko zai zeben garai hartan.,central
prem1097,Terroristek identitate faltsuak erabiltze'txue zaintza-zerrenden bidez harrapatuak ez izateko.,central
prem1098,New Yorkeko suhiltzaillien ta poliziyan arteko koordinaziyo ezak iraillan 11n eragin katastrofikua izan ote zun eztabaidatu izan da.,central
prem1099,"Nitrozelulosaz hornitutako txalekuak bialita karga-hegazkiñak bonbardatzeko KSMren proposamen gehigarriyai dagokiyonez, KSMk esan du Bin Ladenek operaziyua aldatzeko interesa agertu zula, operaziyo suizida baten alde.",central
prem1100,"New Yorkeko poliziyan helikopteruak hiri osoko SOD kanala erabiltzen ai zian, ta kanal hori monitorizatzen jarraitze'zun bitartian, larrialdi-zerbitzuetako unitatiak torrieta bialtzeko erabiltzen ai zan puntuz puntuko kanal taktikoa're monitorizatu zun.",central
prem1101,"Portuko Agintaritzako langille zibil batzuk goiko pixuetan gerau zian, harrapauta zeben zibillei laguntza emateko ta ebakuaziyuan laguntzeko.",central
prem1102,"Iraillan 11ko ebakuaziyo-laguntzetako, ikusi, adibidez, zibillei indako 14. elkarrizketa (apirillan",central
prem1103,"Hazmi'i lehenbiziko aldiz maillegu baten eskaera ukau ondoren, administratzailliak bere banku-kontua erabiltzeko baimena eman tziyon, 5.000 dolarreko transferentziya jaso zezan.",central
prem1104,"Etxeu elkarrizketau ezautze'txeun pertsona guztiyak, ta etxeu topau artikulu o agiri inportante guztiyek'e.",central
prem1105,Kongresuak intelijentzi-zerbitzua ta terrorismuan kontrako borroka gainbegiratzia disfuntzionala da uain.,central
prem1106,"Las Vegasek turistak besuak zabalikan hartzeko dakan famaz aparte, ezteu ikusi ebidentzi sinesgarriyik esplikatze'una operatibuak, bai uainguan ta bai beste batzuetan, zeatikan alkartu zian Las Vegasen.",central
prem1107,Ramzi Yousefekin alkartutako terrorista independientetzat hartu zuen KSM batez'e; 1996ko urtarrillian Manilako hegazkin-atentatuan parte hartzeatikan auzipetu zuen hura.,central
prem1108,"Helikopteroan ta pilotuan sinixgarritasunan gañekuetarako, ikusi New Yorkeko poliziyai indako 12. elkarrizketa, Abiaziyua (martxoan",central
prem1109,"Egiya esan, New Yorkeko suhiltzailliak etzian ardurau hiriyak larrialdiyai emandako erantzuna kudeatziaz, alkatian zuzentarauak hala eskatu arren.",central
prem1110,Bin Ladenek ta Al-Qaedak bultzautako terrorismuak etzekan ze ikusikan gobernuak ordurarte ezaututakoekin.,central
prem1111,"Talibanak tokiz aldatzeko esperantza guztiyak galdu zituenez, errejimenan kontra zebenai ixkutuko laguntza emateai buruzko eztabaida berriz'e piztu zan.",central
prem1112,"Dubai pasabide ezin hobia zan; hiri modernua zanez, errez lortzia zeben aireportu inportante bat, bidai-ajentziak, hotelak ta mendebaldeko merkataritza-establezimenduak.",central
prem1113,"Poliziyak tiro in tziyon gizonai, ta geo bere buruaz beste in tzun hegazkiñian, uaindikan aireportuan lur hartuta zebela.",central
prem1114,"Gaur egunian KSM eta Al-Qaeda errez lotze'txeu, baña iraillan 11a baño len etzan hori gertatzen.",central
prem1115,"Agintariyak Pakistanen'e jarri zuen arreta, ta talibanak Al-Qaedan kontra jartzeko zer itia zekaen aztertu zuen.",central
prem1116,"Azkenian, Paul O'Neill Ogasun Sailleko idazkariyai eskau ziyon Al-Qaedan finantziaziyua helburu zekan plan bat iteko, haren aktibuak enbargatzeko.",central
prem1117,"Haznawi (93. hegaldiya) ta Wail al Shehri (11. hegaldiya) 2001eko ekaiñan 8yan iritzi zian Miamira Londresetikan, aurreko hiruen ibilbide bea inda.",central
prem1118,"Terrorismoan kontrako borrokan, bereizketa hoiek geo ta artifizialaguak emate'ue.",central
prem1119,"Iturriyak esan tzunez, Bin Ladenek leherkariyen fabrikaziyuan aditua zan baten laguntza eskau ta jaso zun. Aditu hura 1996ko iraillerarte eon tzan bertan trebakuntza ematen, ta Estatu Batuek orduntxe jaso zuen informaziyua.",central
prem1120,Atxilotuak Slahiren billera 1999ko urrian in tzala esan tzun.,central
prem1121,"Attak Txekiar Errepublika in tzun bidaiai buruzko informaziyua lortzeko, ikusi ibid.",central
prem1122,"Maiatzian o ekaiñian, Clarkek terrorismuan kontrako zeregiñetatikan zibersegurtasunan inguruko ardura berriyeta aldatzeko eskau zun.",central
prem1123,"Bi egun geruo, Ahmed al Ghamdi ta Abdul Aziz al Omari, New Jerseyn Hazmikin ta Hanjourrekin bizi izan tzianak, Miamia bueltau zian, seguru asko lau bahiketa-taldiak azkenian aukerau zituela esanez.",central
prem1124,"Gates txosteneko gomendiyuen berri izateko, irakurri ikerketa kriminalen dibisiyoko lantaldian txostena; intelijentzi-zerbitzuan ohartarazpenen hobekuntza, 1992ko maiatzan 29kua.",central
prem1125,"Hegazkiñak torriak jo ta geo etzian jeitxi, eraikiñeko hiru eskaillerak hondauta zebelako o aurrea itia galazte'ziyen oztopuak zebelako.",central
prem1126,Haien eskakizunak askoz'e apalauak dia tamaiñai ta konplexutasunai dagokiyenez.,central
prem1127,"Eztet usten aintzatestia hain inportantia danikan, talibana CNNn aurrian kixkalitako Predator batetikan ertentzen ikusteak sortze'un interesak programa pikuta juteko arrixkuan lagatzen badu, idatzi zun.",central
prem1128,"Geoa, Bush presidentiak goraipau in tzun proposamen hori, bere pentsamoldian inflekzio-puntu bat izan tzala esanez.",central
prem1129,"Eraikuntzako langillien eskutik eraikuntza-sistemen egoera ezautziai buruzko informaziyua lortzeko, ikusi New Yorkeko suhiltzaillien buruai indako 4. elkarrizketa (urtarrillan",central
prem1130,"Ondorengo identifikaziyuei buruzko informaziyua lortzeko, ikusi CIAn telegrama, KSMn segimendu-iturriya, 2001eko uztaillan 11kua.",central
prem1131,"Otsaillan 4rako, Hazmi ta Mihdhar San Diegoa iritxi zian Los Angelesetikan; seguru asko, Mohdar Abdullah-k in tzitun gidari-lanak.",central
prem1132,Eragozpen bat zan Justizi Sailleko kidiak ezin tziala proposautako reforma guztiyetan ados jarri.,central
prem1133,"FBIn ikerketa-txostena, Jennifer Stangelen elkarrizketa, 2001eko iraillan 14kua.",central
prem1134,"Iraillan 11 baño len, AEBko gobernuko ajentzi batek'e etzun sistematikoki aztertu terroristen bidaiatzeko estratejiyikan.",central
prem1135,"Ikusi KSMri indako galdeketak, intelijentzi-zerbitzuan txostenetan dabenak, 2003ko uztaillan 1ekua; 2003ko iraillan 5ekua.",central
prem1136,Etzan iñoiz eon eztabaidagai formalikan erakundien artean.,central
prem1137,3. Deia C terminaleko telefono publiko batetikan in tzan (kontrolgunian ta United 175en hegazkineratzeko atian artian zeon).,central
prem1138,"Leherketak sei lagun hil zitun, 1.000 bat gehiyo zauritu, ta ageriyan utzi zun World Trade Center ta hiriya etzebela larrialdi-egoerei erantzuteko ondo prestauta.",central
prem1139,"Estatubatuarrek'e nola in pentsau biharko zuen, beaien gobernua beste mou batea antolau.",central
prem1140,Toki hoiek guztiyak Atlantatikan hurre dabe.,central
prem1141,"Hotelen antolakuntzai buruzko informaziyua lortzeko, irakurri Khalladi indako galdeketa, intelijentzi-zerbitzuan txostenetan dapna, urtarrillan",central
prem1142,"Aurreo, CIAk ebaluaziyo formalauak aurkeztu zixkiyon Etxe Zuriyai, ta ondoriyo hori berretsi zun.",central
prem1143,43 Tommy Franks Aginte Nausiko (CENTCOM) komandante nausiyak esan tzigun presidentia etzeola gustoa.,central
prem1144,Pertsonak erre izana'e aitatze'zan elkarrizketan.,central
prem1145,"10:45ian, Defcon 3a atzeatzeko esan tziyen hizlariyei, baña minutu bat geruo atzea bota zuen agindu hori.",central
prem1146,"Ondorioztau zuen bidaiai bakar bat'e etzeola iraillan 11ko erasuekin lotuta, ta ordutikan eztue topau ondoriyo hori aldatze'un frogaikan.",central
prem1147,"Hala're, hurrengo egunian kalerautako aurrekontuan arma-delituak, drogen trafikua ta eskubide zibilak nabarmendu zituen lehentasun bezela.",central
prem1148,Mehatxua etzian lo zeben zelulak.,central
prem1149,"Connecticuten, New Yorken ta New Jerseyn bizi izan tzan Rababah, ta ikertzailliei esan tziyen Patersonen (New Jersey) finkatzia gomendau ziyela Hazmiyi ta Hanjourrei, komunitate hartan arabieraz hitzeite'zuelako.",central
prem1150,Esan digue Pickardek ta Ashcroftek etzuela harreman ona.,central
prem1151,"Egun hartan bertan, ikuskatzailliak intelijentzi-zerbitzuko ajente batena biali zun burua, intelijentzi-kasu bat iriki zezan; horrela, ajente bat eukiko zuen bestaldian, ta FBIko intelijentzi-zerbitzuan informaziyua etzuen fiskalekin konpartiu biharko.",central
prem1152,"Nausiyan ta enpresen etorrerai buruzko informaziyua lortzeko, ikusi Jules Naudet eta Gedeon Naudet, bideua, 2001eko iraillan 11kua; New Yorkeko suhiltzaillien buruai indako 4. elkarrizketa (urtarrillan",central
prem1153,"PAPDko ajente asko gunian beheko pixuetan zeben. Batzuek ebakuaziyuan laguntze'zuen, beste batzuek 5 WTCko PAPDren kontrol-puntua kudeatze'zuen, o ataiko aginte-postuetan lagundu.",central
prem1154,"Bere aholkulariyek Estatu Batuetan zelula bat zeola esan izan baliyoe, zelula hartaz ardurauko zala esan tzun.",central
prem1155,FBIko ikertzaille batzuek zalantzan jarri zuen Rababahren istoriyua.,central
prem1156,"Adibidez, alkatiak ta polizi-komisariyuak New Yorkeko suhiltzaillien buruai kontsultau'ziyoen 9:20ak aldea.",central
prem1157,"Gihar-lanak in bihar zituen 15 bahitzaileak, bi izan ezik, turista bezela onartu zituen, ta, horrei esker, sei hillabeteko egonaldiya in ahal izan tzuen Estatu Batuetan (Mihdharren kasuan izan ezik, harei lau hillabeteko baimena eman tziyoen-ta).",central
prem1158,"Pasaporte garbiyak ta kaltetutako bi pasaportiak eskuratziai buruzko informaziyua lortzeko, irakurri KSMi indako galdeketak, intelijentzi-zerbitzuan txostenetan dabenak, 2003ko uztaillan 3kua ta 2003ko iraillan 9kua.",central
prem1159,Hotelan alkartu zan gainontzeko taldekidiekin.,central
prem1160,"Baita're esan du Attak zentral nuklear bat'e bazekala helburuen hasierako zerrendan, baña Bin Ladenek asmo hori alde batea lagatzia erabaki zula.",central
prem1161,"Onartze'eu zailla izango zala NORADen defentsa-jarreran hain aldaketa garestiya itia bahitzaille suiziden arrixkuari aurre iteko, halako mehatxuikan bazeonikan'e jakin gabe.",central
prem1162,"KSMk Binalshibhi jarraibidiak eman ahal izan dizkiyo harek Moussaouiri dirua bialtzeko, Moussaoui Jarrahren ordezko piloto bezela prestatzen laguntzeko.",central
prem1163,Thumairyk ukatu in du horrelako diziplina-neurriyak hartu izana.,central
prem1164,"Hainbat rejistro ofizial aztertziaz aparte, Irakeko enbajadatikan kanpoa hartutako zaintza-argazkiyak'e berrikusi zitun Txekiako Gobernuak.",central
prem1165,"Yousefek Pakistanea irestia lortu zun, baña haren konplizia, Murad –KSMn esanetan operaziyua finantziatzeko 3.000 $-ekin Yousefena biali zuna–, atxilou in tzuen, eta planan detailliak eman tzitun galdeketa in tziyoenian.",central
prem1166,"Estatu Batuok geure burua mundu islamikuan aurrian definitzeko mou oldarkorrian jokatze'ezpadeu, estremistek gogoz ingo'ue hala gure partez.",central
prem1167,"NCTCko buruak intelijentzi-zerbitzu nazionaleko zuzendariordien maillako kargu bat euki biharko zun, adibidez 2. maillako zuzendari ejekutibua, baña haren karguak beste izen bat daka.",central
prem1168,"Binalshibhen ustez, Jarrahk familiyai ite'zixkiyon bixitak ziala-ta sortu zian neurri batian desadostasunak.",central
prem1169,"Ekonomia arrakastatsuak sektore pribatu dinamikuen menpe dabe, ta hoien nahia gobernuak danan gañian dakan boteria murriztia da.",central
prem1170,"Askontzat, aktoriek lana iteko toki onenetako bat da Indianapolis.",central
prem1171,"Egunian 24 orduz ta astian 7 egunez emate'deu telefono bidezko laguntza, prebentziyoako informaziyo-baliabidien zentroan bidez ta gurasuentzako arreta-zenbakiyan bidez.",central
prem1172,Ze kaja hoiek bilduta jarraituko'ue beste opari guztiyak iriki ta geo're.,central
prem1173,"Preziyo merkiak eukitzen jarraitzeko, zuena jo bihar deu, gure ikusliana, helburu hori lortzen laguntzeko guri, ekarpen txiki bat inda.",central
prem1174,"00n laguntzai esker, Indianapolis inguruko iya 400 umei orientaziyua, indarra ta dibertsiyua eskeini ahal izan geniyen.",central
prem1175,"Hasieran, pertsonek 1.000 $ o gehiyoko donaziyo bat itia dakae Kantzelariyan Zirkuluan sartzeko, o 500 $ o gehiyoko donaziyo bat Kantzelariyen bazkide izateko.",central
prem1176,"Gure pediatrak jaiotzatiko gaitzak, umien minbiziyak, odoleko nahasmenduak ta hezur-muina transplantatzeko teknikak aztertzen ai dia, eta gure ikerketa medikoak ta genetika molekularrekuak misteriyo genetikuak argitzen jarraitze'u.",central
prem1177,"Uain donaziyuak inda, urtian bukaeran onura fiskal gehiyo eukiko'txozu.",central
prem1178,"Dakizuen bezela, zuzenbideko fakultatiai urtian 1.000 $ o gehiyoko ekarpenak ite'ixkiyen lagun ta ikasle ohiak dia talde hontako kidiak.",central
prem1179,"5Oeko hamarkadan hazitako umia naiz, ta herri-antzerkiyeta jun izan nitzanekua da neretzat oroitzapen zoriontsuenetako bat.",central
prem1180,Gutun hau jasotze'un bakoitzak 18 $ emango balitu.,central
prem1181,"Erreza da: bereizi beheko aldia, markau zuri dagokizun aukera, in aldaketak zure helbidian ta biali, erantsita daon gutun-azalian.",central
prem1182,Uaindikan 200.000 dolar baño gehiyo bildu bihar'txeu zu bezelako harpidedun ta emaillietatikan.,central
prem1183,Erizaintzako fakultatiak zuen donaziyo eskuzabalak bihar'txu bere hezkuntza-bikaintasunai eusteko.,central
prem1184,Parte-hartzaillien % 80k esan due gatazkak konpontzeko trebetasun haundiyo lortu duela.,central
prem1185,"Mesedez, etzaite jun donaziyo-emaille ohien zerrenda.",central
prem1186,Ordenagaillu bat ta modem bat dakan eozeinek sartzia daka gure eremuan.,central
prem1187,"Futures for Children erakundian parte hartzeko, bi aukera dazkazu: Estatu Batuetan ume indijena bat babesian hartzia, o Kidien Zirkuluan sartu ta gure komunitateko hezkuntza-proiektuetan laguntzia.",central
prem1188,"Beraz, Filantropia Zentroko ohorezko bazkide izatea gonbidau nahi zaitut gaur, atsegin haundiz.",central
prem1189,Sarreren salmenta ta harpidetzak eztia nahikua gure denboraldi osua finantzatzeko.,central
prem1190,"Zuzenbideko fakultatiak bihar hauek dazka: ordenagaillu gehiyo erosi, gure gezurrezko epaimahaikidien bidaia-gastuak ordaindu, areto grixa berritu, liburuteirako bihar dian erreferentziazko materialak erosi…",central
prem1191,DONAZIYO BERRIYAK! DAN-DANAK DIA LAGUNGARRIYAK!,central
prem1192,Bide luzia dakau iteko zu bezelako lagun ta harpidedunen laguntzakin 365.000 dolarren helburua lortu aurretik.,central
prem1193,"Gure Medikuntza Orokorreko Klinikak urte asko daramatza lanian ta, duela gitxi, Defentsa Penaleko Klinika bat gehitu deu.",central
prem1194,Sarreretatik lortutako irabaziyak eztia nahikua programa hoien kostua estaltzeko.,central
prem1195,Audubon Elkarte Nazionaleko kidetzan onura nausiyak eztu berehalako ezer nabariyik ematen trukian.,central
prem1196,"Zehaztu erakundia (halakoik badao), helbidia, hiriya, estatua ta posta-kodia",central
prem1197,Linda Hardwick Garapeneko zuzendariya,central
prem1198,IRTkin aspalditikan dakat maitasun-harremana // IRTkin dakaten maitasun-harremana aspaldikua da.,central
prem1199,"Pertsonak inguruko naturakin lotzian bidezko hezkuntza ta ikaskuntza sustatze'txu erakundiak, ta horreatikan, etorkizunian arrakasta izaten segitzeko aktiboki prestatzen ai da elkartia.",central
prem1200,"Barne Zirkuluko kide izanda, batzarretan exerleku hautatuak izango'txozu, ta aste osuan afaitako, harreretako ta jardueretako gonbidapen bereziyak.",central
prem1201,"1991rako hitza eman o lagundu baezu, bijuakizu nire esker ona ta zuzenbide-eskolako administraziyuana ta fakultatiana.",central
prem1202,"IUPUIko unibertsitate-liburutegiyei laguntzeko konpromisua berritzeko eskatu nahi'izut, ta ekarpena haunditzeko're bai.",central
prem1203,"Jantzia Brigitte Doth-ek, Jade Stice-k ta Penny Laimanak in due.",central
prem1204,"Kodia irakurtzian ikusten dan bezela, lagun, uaindikan'e zerga-abantailla federal ta nazional asko dabe ongintzazko ekarpenak iteko.",central
prem1205,Baña zuzenbideko eskolen artian lehiya haundiya dao ikasle onenak ta argiyenak erakartzeko.,central
prem1206,Gizarte Osasunan Elkarteko hezitzaille graduatuek aurkezpenak ite'txue hiru eskolatan.,central
prem1207,"Iaz, Museuak erabiltzeko aurrekontuan % 17 emaille leiyalen ekarpenetatikan lortu zun.",central
prem1208,"Beste ikasle batzuena ailleauta, bestela ezin izaten da-ta haiena ailleau, eskolan bidez o beste erakunde komunitariyo batzun bidez.",central
prem1209,"Kanpaiña babesteko 100 dolar o gehiyo eman'txozunez, eskerrak eman nahi'ixkizeu, ta zu ta lagun bat harrera-festa berezi batea gonbidauta zabete. 2000ko martxuan 23an izango'a, ostegunez, 17:30etikan 20eta, Herron Hall-en.",central
prem1210,Helburua lortuko deu. /// Lortuko deu helburua.,central
prem1211,"Cassie, Corey, Rachel, Isaiah, Kelly ta Kyle izenak ipiñiko'ya kajetan, ta baita're aurten hil dian Columbine ikastetxeko bigarren hezkuntzako beste ikaslian izenak.",central
prem1212,"IUPUIko unibertsitate-liburutegiyetan zure espektatibak betetzeko mouko bildumak eon ahal izateko, ta bihar dezuna lortu ta zerbitzu egokiyak jaso ahal izateko, lagunak ta bazkideak bihar'txeu, bai Unibertsitatian barruan ta bai komunitatian, estatuan ta naziyo osuan.",central
prem1213,"Askoz'e helburu gehiyo dazkau lortu zai, ta lan hortan laguntzeko, etzait bazkide korporatibo hobeikan bururatzen.",central
prem1214,"Eztu inporta literaturako gai bat dan, o giza zientziyetako kontu bat o historiako pertsona inportante bat; antzezlan guzti-guztiyak ikasgelako curriculumakin ziharo bat datoz.",central
prem1215,"Gerald L. Bepko, United Way of Central Indiana entitatian 1995eko kanpaiñan burua.",central
prem1216,"Ikaslientzat, aholkulari, zaintzaille, kapillau, osaba ta benetako laguna izan tzan.",central
prem1217,"Hobeto lagundu ahal izateko, biali zuri buruzko informazio gehiyo idatziz, faxez o e-postaz.",central
prem1218,"ikastalde txikiyauak, teknolojian erabilera) ta ikasliei laguntzeko espaziyo falta aspalditikan (armayuak, otorduen zerbitzua, ikaslien erakundientzako buleguak).",central
prem1219,"Clinton Birthplace Fundaziyua 501 (c) (3) ezta erakunde politiko bat; irabazi-asmoik gabia da, ta zuen ekarpenak bihar'txu.",central
prem1220,Clinton Birthplace Fundaziyuak 10 dolar bakarrikan paauta bazkide osuen pribilejioak izateko aukera emate'u.,central
prem1221,"Indianako Unibertsitateko Medikuntza Eskolan 90. urtemuga ospatzen ai gean hontan, konturatze'gea zenbat zor diyeun ameslariyei ta haien ametsei.",central
prem1222,"Inner Circle taldeko kide zeanez, tribunako exerleku onenetako batzuk eukiko'txozu demokraziyan munduko ospakizun haundiyenian: AEBko 52. presidentian legegintzaldiyan inauguraziyua.",central
prem1223,Eskerrik asko zure arretagatikan. Aurtengo kanpaiñan parte hartzia espero dut.,central
prem1224,"Wanda, beste eozein ama bezela, nolako aukera berriyak sortzia dazkazun konturau da, ta jakin biharrekua dan gauza zoragarriya dala esan du.",central
prem1225,"Gure emanaldiyeta etortze'yan umiak aurretikan prestatze'ya antzerkiko esperientziyako, ikasgelako curriculuman bidez.",central
prem1226,Urteko garai hau zoragarriya da istoriyuak kontatzeko.,central
prem1227,Azaruan biali genizkizuen gutunetan Boys & Girls Clubi buruzko istoriyo baten berri eman nahi genizuen. Gure komunitateko ume ta gaztientzat toki zoragarri ta positibua da hura.,central
prem1228,"Zori onan senak lagunduta, gure zuzenbide-eskolak sekula euki'un dekano maitatuena bihurtu zan.",central
prem1229,"Honekin batea, erantzun-txartel bat ta gutun-azal bat bialtze'ixkizeu, 1994. urtia IUri donaziyo bat inez hasiko'ezulakoan.",central
prem1230,Etxozu hurrengo ekitaldiyak galdu nahiko.,central
prem1231,Zuri ta beste lagun eskuzabal batzuei esker gainontzeko % 38a lortuko deulako konfiantza osua dakau.,central
prem1232,Museuan Urteko Kanpaiña Operatibua babestia lagungarriya da bildumara lan inportantiak ekartzeko ta komunitate osuantzako erakusketa bereziyak antolatzeko.,central
prem1233,"Zure inplikaziyuai esker, umiei herritar hobiak izaten laguntzia dakau; adibidez, orrialde hontako ume txiki honei.",central
prem1234,Alfonbra zoragarri hontako hariyen hamahiru koloriak naziyo hontako jatorrizko hamahiru koloniak dia.,central
prem1235,"Emaille hauek/hoiek kantzillerrai zuzenian lagunduko'yoe irakasle, ikasle ta langillien berehalako biharrak betetzen.",central
prem1236,... orientaziyo espirituala ta adoria.,central
prem1237,"Zerga-ekitaldi berriya defizitakin hasten badeu, aurtengoa sekulako erronka izango'a.",central
prem1238,"Rock-and-rolla ziztuan zijuan, VETTE Candy Apple baten pare, baña FOREVER PLAIDek bere musikan sinixte'zun.",central
prem1239,"Uain badakizu narraziyua, poesia, kantak ta antzerkiya ze inportantiak dian enpatia, errukiya ta irudimena sustatzeko.",central
prem1240,"Jabiak animaliyan billa etortze'eztianian, Human Society elkartiak animaliya hoiei laguntzeko zerbitzu asko erabiltze'txu, bizitza zoriontsua izan dezaten.",central
prem1241,00 Sei urte baño gitxiyo: ibillaldiya doan. Tarifa militarra: 3 dolar.,central
prem1242,"Haiekin hitzeiten gozatzia espero deu, baña donaziyua bueltatzeko gutun-azalian gaur bertan bialtzen badezu, IRTk administraziyo-gastuetan dirua aurreztuko'u.",central
